Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_Type
FDS25,-1.413350859623423,Regular,1.4472093715881869,Canned,-0.4748564474325889,OUT017,2007,3,1,Supermarket Type1,2984.1156,1
NCL05,0.0,Low Fat,-0.35791036066684184,Health and Hygiene,-1.5868562657583172,OUT027,1985,1,2,Supermarket Type3,1255.033,2
NCI30,1.7493071681863543,Low Fat,-0.13302007973420563,Household,1.6934450794435318,OUT017,2007,3,1,Supermarket Type1,3695.19,2
FDJ26,0.5779523430716221,Regular,0.3644760896402917,Canned,1.1727535066787278,OUT045,2002,3,1,Supermarket Type1,1068.609,1
FDA56,-0.8631690478271091,Low Fat,-1.1116163072904564,Fruits and Vegetables,-0.2979116912422658,OUT049,1999,1,0,Supermarket Type1,1583.9382,1
FDM33,0.6489435445937268,Low Fat,-1.2817577519125376,Snack Foods,1.276460804836126,OUT018,2009,1,2,Supermarket Type2,661.1394,1
FDP04,0.5897842099919727,Low Fat,-1.013625144134948,Frozen Foods,-1.2570131002746805,OUT049,1999,1,0,Supermarket Type1,958.752,1
FDR55,-0.16745527291048037,Regular,1.283450818851999,Fruits and Vegetables,0.7932117740942063,OUT045,2002,3,1,Supermarket Type1,2836.308,1
NCZ54,0.0,Low Fat,0.326073398242216,Household,0.37035321493028484,OUT027,1985,1,2,Supermarket Type3,5523.4768,2
NCA53,-0.34611646340777813,Low Fat,-1.0899977701018726,Health and Hygiene,-1.4563565773491687,OUT049,1999,1,0,Supermarket Type1,972.068,2
FDL20,1.0038995522042522,Low Fat,-1.2817577519125376,Fruits and Vegetables,-0.4657704162623416,OUT046,1997,2,0,Supermarket Type1,3002.0922,1
FDT26,1.4180148944165314,Regular,0.035054470359679894,Dairy,-0.352469630969727,OUT035,2004,2,1,Supermarket Type1,1198.44,1
NCZ06,1.5954928982217937,Low Fat,0.543264743690727,Household,1.7821503091681887,OUT046,1997,2,0,Supermarket Type1,4566.0564,2
FDA04,-0.36859701055644445,Regular,0.01890538020726624,Frozen Foods,1.8821384047468852,OUT017,2007,3,1,Supermarket Type1,4402.9354,1
FDD29,0.0,Low Fat,-0.9266567982455524,Frozen Foods,1.8367500016016285,OUT027,1985,1,2,Supermarket Type3,4819.7262,1
FDS56,-1.6736519318711414,Regular,-0.5305799672740684,Fruits and Vegetables,1.922750940677523,OUT046,1997,2,0,Supermarket Type1,6033.4796,1
FDT07,-1.6653696250268957,Regular,0.21557808623241126,Fruits and Vegetables,1.8730941262826166,OUT013,1987,0,2,Supermarket Type1,1537.998,1
FDT58,-0.9128628888925828,Low Fat,0.39098577910001364,Snack Foods,0.43501209775793226,OUT018,2009,1,2,Supermarket Type2,2181.1608,1
FDJ10,0.0,Regular,1.216101506141409,Snack Foods,-0.02904995871355413,OUT027,1985,1,2,Supermarket Type3,4916.933,1
FDN25,-1.1743471478323364,Regular,-0.09628997952619502,Breakfast,-1.3125441992261024,OUT035,2004,2,1,Supermarket Type1,801.6232,1
DRC27,0.22299633546109718,Low Fat,-0.15334350566850102,Dairy,1.7100530211831386,OUT045,2002,3,1,Supermarket Type1,1474.0812,0
FDA38,-1.755291813621562,Low Fat,-0.7871432491724272,Dairy,1.5699180929327954,OUT049,1999,1,0,Supermarket Type1,3605.307,1
FDM56,0.9092446168414451,Low Fat,0.07754945438045978,Fruits and Vegetables,-0.49945200300054654,OUT013,1987,0,2,Supermarket Type1,873.5296,1
NCI43,1.654652232823548,Low Fat,-0.778856347405096,Household,-1.5104070611116602,OUT013,1987,0,2,Supermarket Type1,575.2512,2
FDP36,-0.5827538018147947,Regular,0.4953228730489159,Baking Goods,-1.4772746830444037,OUT017,2007,3,1,Supermarket Type1,860.2136,1
DRK49,0.0,Low Fat,-1.2817577519125376,Soft Drinks,-1.6135651505981101,OUT019,1985,2,0,Grocery Store,40.6138,0
FDW32,0.0,Regular,1.9182081395641286,Fruits and Vegetables,-0.8543981800171102,OUT019,1985,2,0,Grocery Store,515.3292,1
NCW18,0.5306248753902185,Low Fat,-0.13014827843599214,Household,1.5566054032188772,OUT049,1999,1,0,Supermarket Type1,2133.2232,2
FDQ44,1.8084665027881084,Low Fat,-0.5784403568289006,Fruits and Vegetables,-0.3166329622537082,OUT018,2009,1,2,Supermarket Type2,2181.1608,1
FDL45,0.6489435445937268,Low Fat,-0.5498182449929061,Snack Foods,-0.25729915531162795,OUT045,2002,3,1,Supermarket Type1,2253.0672,1
DRB48,0.9210764837617961,Regular,-0.8001435139599785,Soft Drinks,-1.6221019730974091,OUT035,2004,2,1,Supermarket Type1,746.3618,0
FDQ34,-0.47508381283960216,Low Fat,1.87560578037164,Snack Foods,-0.5786054982959654,OUT018,2009,1,2,Supermarket Type2,1482.0708,1
FDH17,0.7909259476379368,Regular,-0.9571603207842457,Frozen Foods,-0.6796085058046012,OUT017,2007,3,1,Supermarket Type1,1272.3438,1
FDN08,-1.2157586820535642,Regular,1.5848943447452701,Fruits and Vegetables,-0.3909688376285293,OUT010,1998,3,2,Grocery Store,117.8466,1
FDK57,0.0,Low Fat,0.26692690905078476,Snack Foods,-0.33641089790106826,OUT027,1985,1,2,Supermarket Type3,4434.228,1
FDK10,-1.6736519318711414,Regular,-0.5001813584184908,Snack Foods,0.6338898715734294,OUT013,1987,0,2,Supermarket Type1,719.064,1
FDL39,0.0,Regular,-0.060226206218577626,Dairy,0.6526111425848715,OUT027,1985,1,2,Supermarket Type3,1263.0226,1
FDP25,0.5542886092309202,Low Fat,-0.8707955822906137,Canned,1.2106617519606033,OUT035,2004,2,1,Supermarket Type1,6114.7072,1
FDC05,0.05735019857618527,Regular,0.6325032798079673,Frozen Foods,0.8893971616822445,OUT035,2004,2,1,Supermarket Type1,2167.8448,1
FDA39,-1.5470509558233874,Low Fat,-1.0354662037687286,Meat,-1.6044373667218848,OUT013,1987,0,2,Supermarket Type1,942.7728,1
FDZ10,1.1813775560095148,Low Fat,-0.42069241036521576,Snack Foods,-0.25839757265352414,OUT013,1987,0,2,Supermarket Type1,1897.53,1
FDK08,0.0,Regular,1.0772487795374917,Fruits and Vegetables,-0.6389959698739633,OUT027,1985,1,2,Supermarket Type3,2631.2416,1
DRD24,0.23482820238144775,Low Fat,-0.6853902724651184,Soft Drinks,0.011604329923062255,OUT013,1987,0,2,Supermarket Type1,2978.1234,0
DRG48,-1.6748351185631765,Low Fat,-0.9985052081779439,Soft Drinks,0.10144972969559442,OUT018,2009,1,2,Supermarket Type2,2332.9632,0
FDH52,0.0,Regular,0.2080953159630999,Frozen Foods,-1.2666065874098973,OUT019,1985,2,0,Grocery Store,123.8388,1
FDS25,-1.413350859623423,Regular,1.437363320305883,Canned,-0.5214267733316991,OUT045,2002,3,1,Supermarket Type1,1989.4104,1
NCH43,-1.0501125451686526,Low Fat,0.08573621038746221,Household,1.2048292201100668,OUT035,2004,2,1,Supermarket Type1,2372.9112,2
DRK01,-1.2370560425101957,Low Fat,-0.09152701847990925,Soft Drinks,-0.7443091413382272,OUT017,2007,3,1,Supermarket Type1,1607.2412,0
FDD59,-0.5579068812820579,Regular,0.008200889623490333,Starchy Foods,-0.9650781800729199,OUT017,2007,3,1,Supermarket Type1,958.752,1
FDB27,-1.2500710961225816,Low Fat,0.5151620253297244,Dairy,0.9118793879783668,OUT010,1998,3,2,Grocery Store,197.0768,1
FDO22,0.152005133938992,Regular,-0.9358971101340985,Snack Foods,-0.9570488135385906,OUT013,1987,0,2,Supermarket Type1,1198.44,1
FDD35,-0.16745527291048037,Low Fat,-0.7794419103451083,Starchy Foods,-0.3331991512873365,OUT045,2002,3,1,Supermarket Type1,2277.036,1
FDR01,-1.7635741204658075,Regular,-0.24267728395068294,Canned,0.9118376352723883,OUT035,2004,2,1,Supermarket Type1,796.2968,1
NCB31,0.0,Low Fat,2.7454601479775316,Household,1.9478957049164292,OUT019,1985,2,0,Grocery Store,525.982,2
FDC35,-1.283200323499564,Low Fat,1.099057859201359,Starchy Foods,1.08831668820372,OUT046,1997,2,0,Supermarket Type1,3105.957,1
FDS23,-1.9457848710392105,Low Fat,1.4544647158169148,Breads,-0.22311011260845343,OUT045,2002,3,1,Supermarket Type1,2826.9868,1
FDC33,-0.9223283824288633,Regular,0.05710111274550307,Fruits and Vegetables,0.9118793879783668,OUT045,2002,3,1,Supermarket Type1,3153.2288,1
NCF18,1.299696225213023,Low Fat,0.4499105986454459,Household,0.8183147856271334,OUT018,2009,1,2,Supermarket Type2,5369.0112,2
FDM36,-0.2857739421139887,Regular,-0.1416787631881286,Baking Goods,0.5227024155526501,OUT049,1999,1,0,Supermarket Type1,3448.844,1
FDJ53,-0.5579068812820579,Low Fat,0.10149609461513105,Frozen Foods,-0.3160837535827601,OUT049,1999,1,0,Supermarket Type1,1446.1176,1
NCL17,-1.2938490037278798,Low Fat,0.037286497823428064,Health and Hygiene,-0.0033977385096783347,OUT018,2009,1,2,Supermarket Type2,1567.2932,2
FDW27,0.0,Regular,1.6278922089474865,Meat,0.2174130529309925,OUT027,1985,1,2,Supermarket Type3,1396.1826,1
FDA32,0.2703238031425003,Low Fat,-0.6984781429884322,Fruits and Vegetables,1.200011600189469,OUT046,1997,2,0,Supermarket Type1,1078.596,1
FDA03,1.3351918259740752,Regular,0.19313975705144995,Dairy,0.07736163009260633,OUT010,1998,3,2,Grocery Store,291.6204,1
FDW09,0.18750073470004458,Regular,-0.7783468192662776,Snack Foods,-0.9854053243912282,OUT045,2002,3,1,Supermarket Type1,554.6114,1
FDN09,0.3058194039035529,Low Fat,-1.2817577519125376,Snack Foods,1.6571009547625433,OUT045,2002,3,1,Supermarket Type1,731.0484,1
FDM08,-0.6525618166448647,Regular,-0.23732486422259544,Fruits and Vegetables,1.3588260467452762,OUT017,2007,3,1,Supermarket Type1,4250.4672,1
FDX01,-0.6525618166448647,Low Fat,-0.8115015588379824,Canned,-0.3754175605248404,OUT018,2009,1,2,Supermarket Type2,1514.695,1
DRO35,0.23482820238144775,Low Fat,-0.6106802948248857,Hard Drinks,-0.41662105783240483,OUT049,1999,1,0,Supermarket Type1,4054.722,0
FDS31,0.05735019857618527,Regular,-0.4234929641668224,Fruits and Vegetables,0.6028290700720296,OUT045,2002,3,1,Supermarket Type1,3067.3406,1
NCM53,1.3943511605758294,Low Fat,-0.2715429668666171,Health and Hygiene,-0.5807605802737793,OUT049,1999,1,0,Supermarket Type1,2343.616,2
FDI16,0.2703238031425003,Regular,1.347629792399785,Frozen Foods,-1.4280835719084883,OUT013,1987,0,2,Supermarket Type1,852.224,1
DRF36,0.7672622137972356,Low Fat,-0.8240768001344861,Soft Drinks,0.8333168540598745,OUT049,1999,1,0,Supermarket Type1,5350.3688,0
FDW49,0.0,Low Fat,0.310504618562029,Canned,0.6248038404031823,OUT027,1985,1,2,Supermarket Type3,4119.3046,1
FDB58,0.0,Regular,-0.8237547715283592,Snack Foods,0.011604329923062255,OUT019,1985,2,0,Grocery Store,425.4462,1
NCJ18,-0.1201278052290772,Low Fat,1.9021761154833978,Household,-0.34013010047976966,OUT045,2002,3,1,Supermarket Type1,2133.2232,2
FDL51,1.8557939704695117,Regular,-0.3594227612803413,Dairy,1.1898689043833042,OUT045,2002,3,1,Supermarket Type1,5145.3024,1
FDS03,-1.1909117615208273,Low Fat,0.2678749697952144,Meat,-1.255956435638763,OUT018,2009,1,2,Supermarket Type2,1162.4868,1
NCO54,0.0,Low Fat,-0.7973592408703276,Household,-1.4024313517046127,OUT019,1985,2,0,Grocery Store,165.7842,2
FDA48,-0.17928713983083136,Low Fat,0.949223637328817,Baking Goods,1.3010563604040835,OUT045,2002,3,1,Supermarket Type1,3547.3824,1
NCK06,0.0,Low Fat,-1.1149840113221252,Household,-0.2861213694232565,OUT027,1985,1,2,Supermarket Type3,1211.756,2
NCZ54,0.4241380731070612,Low Fat,0.33717387838071855,Household,0.3446592420204305,OUT045,2002,3,1,Supermarket Type1,2274.3728,2
FDW39,0.0,Regular,-0.5698321048184409,Meat,0.5820362224947301,OUT027,1985,1,2,Supermarket Type3,4763.799,1
FDI09,1.8676258373898627,Regular,1.2250376206797797,Seafood,1.560832061762548,OUT046,1997,2,0,Supermarket Type1,5033.448,1
NCO02,-0.404092611317497,Low Fat,-1.2817577519125376,Others,-1.220119766922744,OUT049,1999,1,0,Supermarket Type1,1120.5414,2
DRF13,-0.17928713983083136,Low Fat,-0.7036439159830258,Soft Drinks,0.053822739160566346,OUT049,1999,1,0,Supermarket Type1,2612.5992,0
FDK25,-0.2976058090343397,Regular,1.7751190166548985,Breakfast,0.4392805090075815,OUT017,2007,3,1,Supermarket Type1,4548.0798,1
FDZ38,1.1222182214077605,Low Fat,-1.1258064595403814,Dairy,0.5259141621663816,OUT017,2007,3,1,Supermarket Type1,5863.0348,1
NCQ42,0.0,Low Fat,0.05080995491876083,Household,-0.20916470881163027,OUT019,1985,2,0,Grocery Store,254.3356,2
FDM14,0.0,Low Fat,-1.0259230900196035,Canned,-0.5149615273982572,OUT027,1985,1,2,Supermarket Type3,2713.135,1
FDC20,-0.5224112805210053,Low Fat,-0.8171476515988737,Fruits and Vegetables,-1.3965570671480976,OUT046,1997,2,0,Supermarket Type1,447.4176,1
FDW32,1.299696225213023,Regular,0.5533296736398371,Fruits and Vegetables,-0.8784862796200983,OUT018,2009,1,2,Supermarket Type2,1631.8758,1
FDQ19,-1.3033144972641604,Regular,-1.0027710648191774,Fruits and Vegetables,1.6116290462053295,OUT045,2002,3,1,Supermarket Type1,5331.7264,1
FDE08,1.2642006244519701,Low Fat,-0.32436730673319003,Fruits and Vegetables,0.08801178186374062,OUT049,1999,1,0,Supermarket Type1,3563.3616,1
FDC29,-1.057211665320863,Regular,-0.8118790775373589,Frozen Foods,-0.4010697807287157,OUT049,1999,1,0,Supermarket Type1,1603.2464,1
FDV50,0.34131500466460546,Low Fat,1.0919159566477235,Dairy,-0.30543360181162554,OUT013,1987,0,2,Supermarket Type1,2709.806,1
FDF11,-0.6300812694961979,Regular,-0.9381000067525256,Starchy Foods,1.58758269930832,OUT017,2007,3,1,Supermarket Type1,4086.0146,1
FDN09,0.3058194039035529,Low Fat,-0.6030700310755202,Snack Foods,1.6763714344449339,OUT018,2009,1,2,Supermarket Type2,1705.7796,1
DRG37,0.7909259476379368,Low Fat,-0.9054071548553684,Soft Drinks,0.20562273111198348,OUT045,2002,3,1,Supermarket Type1,1402.1748,0
NCV06,0.0,Low Fat,0.0043879856470284175,Household,0.8712668520477289,OUT027,1985,1,2,Supermarket Type3,7168.6686,2
DRJ13,-0.04913660370697205,Low Fat,0.7584766259106052,Soft Drinks,0.3045541620547622,OUT010,1998,3,2,Grocery Store,962.7468,0
DRF25,0.0,Low Fat,-0.5309697352710117,Soft Drinks,-1.664869591005861,OUT027,1985,1,2,Supermarket Type3,1281.665,0
FDE53,-0.46443513261128644,Low Fat,-0.4097342120201276,Frozen Foods,-0.5422196209089986,OUT010,1998,3,2,Grocery Store,426.112,1
FDS08,-1.6854837987914921,Low Fat,-0.17774678110993442,Fruits and Vegetables,0.5675833627329372,OUT046,1997,2,0,Supermarket Type1,1764.37,1
FDO23,1.1813775560095148,Low Fat,1.5723209059561618,Breads,-0.7587620011000201,OUT017,2007,3,1,Supermarket Type1,1701.7848,1
FDT07,-1.6653696250268957,Regular,0.21682516938642984,Fruits and Vegetables,1.8377649135315677,OUT046,1997,2,0,Supermarket Type1,4357.661,1
NCX29,-0.6762255504855662,Low Fat,0.4458519915910504,Health and Hygiene,0.09502623646813084,OUT035,2004,2,1,Supermarket Type1,3207.8244,2
FDG22,1.1222182214077605,Regular,-0.47986812731096773,Snack Foods,-1.6520226045509343,OUT035,2004,2,1,Supermarket Type1,732.38,1
DRJ47,0.0,Low Fat,-0.4282604217906959,Hard Drinks,0.51894146026797,OUT027,1985,1,2,Supermarket Type3,6751.212,0
FDL43,-0.6525618166448647,Low Fat,-0.7576378505674275,Meat,-1.018537702458485,OUT013,1987,0,2,Supermarket Type1,306.268,1
FDZ43,0.0,Regular,-0.1812157938099286,Fruits and Vegetables,1.6100231728984638,OUT027,1985,1,2,Supermarket Type3,8239.9408,1
FDZ21,1.1222182214077605,Regular,-0.5215675078257047,Snack Foods,-0.7025981880656931,OUT046,1997,2,0,Supermarket Type1,193.082,1
FDJ50,-0.9968691440270738,Low Fat,-0.8634612572270997,Canned,-1.4066580102482837,OUT035,2004,2,1,Supermarket Type1,1209.7586,1
FDV35,1.5718291643810918,Low Fat,1.2031053115318469,Breads,0.23989527922711482,OUT046,1997,2,0,Supermarket Type1,3878.285,1
FDW56,-1.225224175589845,Low Fat,0.10019022646187187,Fruits and Vegetables,0.8001009705806609,OUT017,2007,3,1,Supermarket Type1,2693.8268,1
DRL35,0.6726072784344285,Low Fat,-0.6854592716729313,Hard Drinks,-1.5691916593827926,OUT045,2002,3,1,Supermarket Type1,649.155,0
FDR01,-1.7635741204658075,Regular,-0.24037307866393057,Canned,0.9327139882616443,OUT045,2002,3,1,Supermarket Type1,4777.7808,1
FDS24,1.8912895712305646,Regular,-0.07328950061955807,Baking Goods,-0.8678361278489638,OUT045,2002,3,1,Supermarket Type1,1416.8224,1
NCL17,-1.2938490037278798,Low Fat,0.03936585484899011,Health and Hygiene,-0.008215358430276135,OUT017,2007,3,1,Supermarket Type1,2422.1804,2
FDS13,-1.51273854175437,Low Fat,-1.2817577519125376,Canned,1.9623068119722435,OUT018,2009,1,2,Supermarket Type2,2914.8724,1
FDB59,1.276032491372321,Low Fat,-0.9850246236240948,Snack Foods,0.9091750973296043,OUT045,2002,3,1,Supermarket Type1,2380.9008,1
FDW26,0.0,Regular,0.7831551229112923,Dairy,1.3069306449605984,OUT027,1985,1,2,Supermarket Type3,1556.6404,1
FDQ12,0.0,Low Fat,-0.08009297756431134,Baking Goods,1.4293592141294391,OUT019,1985,2,0,Grocery Store,689.103,1
FDX59,-0.6300812694961979,Low Fat,-0.281302555939355,Breads,-1.7509957881996916,OUT013,1987,0,2,Supermarket Type1,373.5138,1
FDL36,0.5306248753902185,Low Fat,0.2010623391251689,Baking Goods,-0.7934584997681642,OUT017,2007,3,1,Supermarket Type1,539.298,1
FDQ55,0.18750073470004458,Regular,-1.0280270037856991,Fruits and Vegetables,-0.41928359577518853,OUT018,2009,1,2,Supermarket Type2,1612.5676,1
FDV46,0.0,Low Fat,-0.8539090921773994,Snack Foods,0.0068284627084434415,OUT019,1985,2,0,Grocery Store,559.272,1
FDM28,0.0,Low Fat,0.2522363768716166,Frozen Foods,0.649948604642088,OUT019,1985,2,0,Grocery Store,179.766,1
FDT40,-1.6263244641897379,Low Fat,0.5854302758760003,Frozen Foods,-0.25252328809700886,OUT017,2007,3,1,Supermarket Type1,763.0068,1
DRJ11,-0.7945442196890745,Low Fat,1.4786979159638094,Hard Drinks,0.7867882808667427,OUT010,1998,3,2,Grocery Store,756.3488,0
FDD51,-0.404092611317497,Low Fat,-1.2817577519125376,Dairy,-1.545145312485783,OUT045,2002,3,1,Supermarket Type1,181.0976,1
NCT17,0.0,Low Fat,-0.47425166932219603,Health and Hygiene,0.7648552632415685,OUT027,1985,1,2,Supermarket Type3,6029.4848,2
NCW17,1.2168731567705668,Low Fat,-0.9060176427901131,Health and Hygiene,-0.2263218592221852,OUT046,1997,2,0,Supermarket Type1,3083.9856,2
NCY29,0.0,Low Fat,1.3391841730726848,Health and Hygiene,-1.3601711897611304,OUT019,1985,2,0,Grocery Store,113.186,2
DRH36,0.7909259476379368,Low Fat,-1.2817577519125376,Soft Drinks,-1.084336755334007,OUT013,1987,0,2,Supermarket Type1,2087.9488,0
FDB17,0.06918206549653627,Low Fat,-0.5698812570631075,Frozen Foods,0.6231562143903375,OUT049,1999,1,0,Supermarket Type1,2535.3664,1
NCA17,1.8321302366288104,Low Fat,-0.40220384005014537,Health and Hygiene,0.11958003933010997,OUT013,1987,0,2,Supermarket Type1,1789.6704,2
FDT27,-0.34611646340777813,Regular,0.06696687531835317,Meat,1.5042025454692298,OUT046,1997,2,0,Supermarket Type1,4687.232,1
FDR32,-1.4381977801561596,Regular,0.37997090837187913,Fruits and Vegetables,1.422428264937006,OUT013,1987,0,2,Supermarket Type1,3425.541,1
FDG41,-0.9507248630377055,Regular,0.2044608214551542,Frozen Foods,-0.48609756058064985,OUT049,1999,1,0,Supermarket Type1,1657.842,1
FDX25,0.9092446168414451,Low Fat,0.6962669013828796,Canned,0.691110349243674,OUT046,1997,2,0,Supermarket Type1,3101.2964,1
FDG56,0.10467766625758884,Regular,0.11095493629808455,Fruits and Vegetables,-1.2483927723634245,OUT017,2007,3,1,Supermarket Type1,1347.5792,1
FDN16,-0.06096847062732305,Regular,-0.059639383461568815,Frozen Foods,-0.6197672428975514,OUT017,2007,3,1,Supermarket Type1,2270.378,1
FDD47,-1.2441551626624063,Regular,1.4778974863895797,Starchy Foods,0.5034736885762379,OUT035,2004,2,1,Supermarket Type1,2556.672,1
FDR12,-0.06096847062732305,Regular,-0.6710661144503567,Baking Goods,0.475075425017622,OUT013,1987,0,2,Supermarket Type1,3779.0808,1
FDS33,-1.4642278873809316,Regular,1.1142298934366217,Snack Foods,-0.8180540553361219,OUT049,1999,1,0,Supermarket Type1,1505.3738,1
NCC55,-0.5117626002926896,Low Fat,-0.04614707291875161,Household,-1.673448166211139,OUT035,2004,2,1,Supermarket Type1,782.9808,2
FDA38,0.0,Low Fat,-0.4170959235669672,Dairy,1.608459052297576,OUT019,1985,2,0,Grocery Store,480.7076,1
FDK44,0.8855808830007439,Low Fat,1.0867829195132412,Fruits and Vegetables,0.5232098715176197,OUT035,2004,2,1,Supermarket Type1,1911.5118,1
FDZ57,-0.6762255504855662,Regular,-0.5498175084845082,Snack Foods,-0.21989836599472162,OUT046,1997,2,0,Supermarket Type1,642.497,1
NCN14,1.4771742290182854,Low Fat,0.5098514702895234,Others,0.7108882848910338,OUT017,2007,3,1,Supermarket Type1,1470.0864,2
NCB06,1.1222182214077605,Low Fat,1.3891902054088991,Health and Hygiene,0.3340090902492962,OUT010,1998,3,2,Grocery Store,159.792,2
DRL01,1.5718291643810918,Regular,0.2163061829292369,Soft Drinks,1.5159928672882392,OUT049,1999,1,0,Supermarket Type1,6309.7866,0
FDU10,-0.6525618166448647,Regular,-0.39478723924585457,Snack Foods,-1.6461483199944187,OUT049,1999,1,0,Supermarket Type1,633.8416,1
NCS38,-1.0075178242553895,Low Fat,0.4734354327678612,Household,-0.45566947316215545,OUT018,2009,1,2,Supermarket Type2,3091.9752,2
FDQ16,1.619156632062495,Low Fat,-0.4734656404253273,Frozen Foods,-0.5106931161486077,OUT013,1987,0,2,Supermarket Type1,1637.868,1
FDS40,0.5897842099919727,Low Fat,-1.0084997046660449,Frozen Foods,-1.666475464312727,OUT017,2007,3,1,Supermarket Type1,805.618,1
FDE36,-1.7978865345348252,Regular,-0.4675541720595556,Baking Goods,0.3483784445991321,OUT017,2007,3,1,Supermarket Type1,3767.0964,1
FDV31,-0.7235530181669694,Low Fat,0.7908107594543349,Fruits and Vegetables,0.5515246296642784,OUT045,2002,3,1,Supermarket Type1,529.311,1
NCD42,0.8619171491600419,Low Fat,-1.036316793441222,Health and Hygiene,-1.6322446689035741,OUT045,2002,3,1,Supermarket Type1,645.1602,2
FDT20,-0.5579068812820579,Low Fat,-0.47959121953511846,Fruits and Vegetables,-1.6199468911195953,OUT035,2004,2,1,Supermarket Type1,849.5608,1
NCN19,0.05735019857618527,Low Fat,-1.0462914429661772,Others,0.8087212984919169,OUT018,2009,1,2,Supermarket Type2,1328.271,2
FDW21,0.0,Regular,-1.1667267498426308,Snack Foods,-0.6769877205677961,OUT027,1985,1,2,Supermarket Type3,2010.716,1
FDF34,-0.8418716873704777,Regular,-1.0094856180657719,Snack Foods,0.8915104909540799,OUT045,2002,3,1,Supermarket Type1,4364.9848,1
FDI28,0.34131500466460546,Low Fat,-0.7705611889909875,Frozen Foods,-0.9854053243912282,OUT045,2002,3,1,Supermarket Type1,792.302,1
FDG44,0.0,Low Fat,-1.2817577519125376,Fruits and Vegetables,-1.3692154682253992,OUT027,1985,1,2,Supermarket Type3,2804.3496,1
DRF60,-0.48691567975995276,Low Fat,-0.2705255386601757,Soft Drinks,1.5956538185486278,OUT045,2002,3,1,Supermarket Type1,4290.4152,0
FDQ36,0.0,Regular,-1.2817577519125376,Baking Goods,-1.6509659399150165,OUT019,1985,2,0,Grocery Store,37.2848,1
FDP34,-0.00180913602556889,Low Fat,1.3887995264673587,Snack Foods,0.2693084547156703,OUT018,2009,1,2,Supermarket Type2,2659.871,1
FDA20,-1.4381977801561596,Low Fat,0.009234617923687261,Fruits and Vegetables,0.700662083672912,OUT035,2004,2,1,Supermarket Type1,5406.296,1
FDE41,-0.8667186079032145,Regular,-0.041282473713541525,Frozen Foods,-0.8902348487331291,OUT035,2004,2,1,Supermarket Type1,930.1226,1
DRK47,-1.171980774448266,Low Fat,-0.04007475499521594,Hard Drinks,1.4176106450164083,OUT046,1997,2,0,Supermarket Type1,1826.9552,0
FDY10,1.1222182214077605,Low Fat,-0.3253545962407131,Snack Foods,-0.41070502056991104,OUT017,2007,3,1,Supermarket Type1,1145.176,1
FDI02,0.6726072784344285,Regular,0.9512798912488418,Canned,-0.4652629602973721,OUT017,2007,3,1,Supermarket Type1,3150.5656,1
FDE41,0.0,Regular,-1.2817577519125376,Frozen Foods,-0.9191405682567148,OUT019,1985,2,0,Grocery Store,253.6698,1
FDZ52,1.5008379628589867,Low Fat,0.656252555173774,Frozen Foods,-0.4529234298074147,OUT013,1987,0,2,Supermarket Type1,1779.0176,1
FDG50,-1.2902994436517743,Low Fat,-0.9845571733729623,Canned,-0.7752864374276699,OUT018,2009,1,2,Supermarket Type2,1185.7898,1
DRL01,1.5718291643810918,Regular,1.2218017904149532,Soft Drinks,1.493510640992117,OUT010,1998,3,2,Grocery Store,467.3916,0
FDV48,-0.8667186079032145,Regular,-0.2756713096372235,Baking Goods,-1.0089442153232682,OUT017,2007,3,1,Supermarket Type1,1414.1592,1
FDR48,-0.2857739421139887,Low Fat,1.272199897182305,Baking Goods,0.1623476572385617,OUT045,2002,3,1,Supermarket Type1,1518.024,1
NCD54,1.9504489058323187,Low Fat,-0.7199800792685321,Household,0.08327766735509988,OUT013,1987,0,2,Supermarket Type1,3034.0506,2
NCT54,-0.9850372771067228,Low Fat,1.0481622797747563,Household,-0.7673405763052976,OUT017,2007,3,1,Supermarket Type1,666.4658,2
FDH02,-1.3222454843367217,Regular,-0.8793169650737088,Canned,-0.8341545411107592,OUT013,1987,0,2,Supermarket Type1,181.0976,1
NCD43,-0.9483584896536355,Low Fat,-0.9715205289469098,Household,-0.5668151764769562,OUT013,1987,0,2,Supermarket Type1,210.3928,2
FDE46,1.3588555598147771,Low Fat,-0.9761704940995019,Snack Foods,0.1918025854330957,OUT035,2004,2,1,Supermarket Type1,1662.5026,1
NCO42,0.0,Low Fat,-0.8062020514237513,Household,0.058091150410215585,OUT027,1985,1,2,Supermarket Type3,3791.0652,2
FDR40,-0.8891991550518813,Regular,-1.125794772315013,Frozen Foods,-0.9993507281880515,OUT049,1999,1,0,Supermarket Type1,402.809,1
FDG24,-1.155416160759775,Low Fat,-0.9977388711898217,Baking Goods,-0.9405243772109408,OUT049,1999,1,0,Supermarket Type1,749.025,1
NCO17,-0.6762255504855662,Low Fat,0.1485185120492354,Health and Hygiene,-0.313928671604946,OUT017,2007,3,1,Supermarket Type1,2516.724,2
FDF22,-1.4180836063915634,Low Fat,-0.18027684251147444,Snack Foods,1.1727535066787278,OUT046,1997,2,0,Supermarket Type1,5556.7668,1
