,y_test,prediction
1855,262.3252,435.4166978346334
7716,1797.66,2040.0856612511311
6650,1086.5856,1031.5471916317122
4943,352.874,869.583561048496
800,1108.557,2111.292494080207
6405,1191.782,1953.1213306500767
1388,2087.283,1910.1022561570373
3953,3994.8,2444.431560665459
5384,4012.7766,2985.977933527326
2029,1347.5792,1164.6342320204485
1448,2647.2208,2729.9509047878296
5831,3029.39,2027.3858704498725
5190,4026.7584,3577.34026332066
6230,2846.295,1927.3304896086843
8197,973.3996,1035.5025509391194
7498,433.4358,474.6667136084427
5738,1078.596,2297.722944473198
5453,179.766,920.4015607403867
4202,322.913,995.7812532944911
5467,3972.8286,2364.0569382115496
3359,463.3968,907.696419485479
4026,322.2472,670.0449605039882
6349,3332.329,4098.007075589229
2784,3487.4604,2037.119726944413
3101,978.726,1770.0804030910836
287,559.272,413.7771175015631
3277,5753.8436,4671.3912233372175
5644,1612.5676,3582.0942302654116
6093,3823.0236,3337.9727908346586
7068,2410.196,1934.284042807014
912,2665.8632,1829.0111828650722
1746,404.8064,888.4352581914211
2951,2423.512,2670.25799979718
5799,7425.0016,4358.705452284907
1854,113.186,-73.55620529364023
6969,331.5684,896.3312882337377
3055,572.588,385.35016640544063
5565,3555.372,3808.779179585468
5970,2308.9944,3227.4407481136936
8285,1604.578,2611.452061634223
559,1966.7732,2361.1968909825046
138,535.3032,1545.1241776595955
6901,2988.1104,3982.820953451658
8143,2348.9424,2159.519517171313
137,1314.2892,1039.7852833470783
6749,1926.1594,2765.258992085321
4947,296.281,875.9757146677741
5237,4725.8484,3460.5211557418365
7595,6431.628,4444.692245235814
3302,894.8352,1108.3416595455358
5568,2492.7552,3006.916377606496
8062,2073.3012,1918.5299324868288
7902,5257.1568,3276.518958362578
4737,1896.1984,1910.4524351755513
2242,984.7182,1962.106254209044
5510,1597.92,2583.0571097407437
863,1707.777,1802.1445570908909
6648,1159.8236,1530.049133557726
760,5163.9448,2853.673072357037
6088,5946.9256,3419.3618516954994
6851,1278.336,1459.8315550325883
2703,966.7416,1499.4104764423262
5412,3705.8428,2769.837672458533
1940,796.2968,3151.3228348715265
2873,1657.842,1954.23825509974
1985,1705.7796,3567.879852917727
7236,7939.665,4192.908384581617
3063,3110.6176,3018.1603950808258
8172,2396.88,2590.1602546964236
5441,1695.1268,1120.8038061102607
1751,6404.996,3842.8599346584297
6780,4566.7222,3799.105606565494
4397,3466.1548,2928.4691819056243
900,143.147,427.38120898219745
2724,511.3344,652.8467494243096
393,916.1408,1732.162499857469
2707,539.298,888.8283081303721
2735,2656.542,3006.004029953073
3864,1733.7432,2453.347848954301
7059,155.1314,633.6378066150551
3429,3418.883,4130.798459381201
5031,527.3136,868.0682004140303
831,5976.2208,3985.677699736827
908,657.8104,812.2380054930718
3987,1342.2528,1363.342319838253
420,291.6204,-279.8989520864377
2570,3643.2576,3071.6688251699593
4218,1850.924,2793.986299786384
5658,1272.3438,1262.3138060591205
5525,830.9184,1287.4082429375821
194,5070.7328,4300.3150286866685
290,569.259,1704.6269253993753
4713,602.549,1570.8390898685911
5856,3488.1262,1811.5805958880317
4045,3089.312,3144.3301377936705
3426,2535.3664,2640.579207090554
6073,2326.971,2470.0267135982417
6351,1800.3232,3639.13077369788
5971,808.947,865.3627704867338
4665,2432.8332,2784.211610574651
7308,1428.141,2136.1676763039327
7617,2625.9152,2945.8111843615134
963,2157.192,1219.859246002995
7309,193.082,-235.63943175546888
5117,2892.901,3765.4363062658476
5953,3383.5956,1630.2168429127087
5857,3515.424,2943.5576025717514
2049,1328.271,2738.4394586723915
4655,94.5436,-1005.9264418455134
6674,125.8362,64.60100618235265
4958,5359.69,3649.7960165708487
7077,736.3748,893.0582962635071
2212,2942.836,1687.9913300793953
6554,3775.086,2917.6307601751732
2851,466.06,1501.616483392919
159,2471.4496,2445.035381825056
3152,885.514,2214.114694964538
7350,3950.1914,3663.750055743261
2400,2336.958,2855.846695330132
1912,860.2136,851.5751516979186
3614,1488.7288,1850.2086606095197
6682,2199.1374,3374.716389507409
4411,1779.6834,2547.477623717052
6534,1821.6288,1915.8924774498757
6468,282.2992,1992.1931461268512
2311,231.6984,1166.3293655211119
4456,785.644,621.9112104600019
3353,628.5152,369.9178212729531
9,4710.535,3018.1761988156395
5417,2045.3376,2834.482308961158
1139,2399.5432,3752.889234720869
4472,365.5242,43.46868014296456
2884,3020.0688,3466.769287560239
1314,739.038,1179.7358841128441
3345,857.5504,1743.0867525986396
227,153.134,588.0886252101718
7240,916.1408,1003.5170466364176
3904,2446.815,2667.858246037317
3586,99.87,572.2822752582002
8209,3075.996,1662.4252932478896
634,2370.248,1878.8769389256684
8346,1596.5884,2536.540319024613
7927,4837.7028,3702.5891813327603
747,2041.3428,2371.30833100625
8468,467.3916,1306.9293945377945
191,4745.8224,4262.094777732389
6672,2993.4368,3050.780585692635
6601,319.584,1699.4439871095421
1421,2375.5744,2409.069835943148
1461,3914.904,2931.8114335803944
530,1960.781,1674.401832985524
5861,3364.9532,2788.4380166573083
4291,517.3266,768.9238962310521
7924,276.9728,750.7500354039878
7112,1278.336,2649.5752901126416
1460,4247.804,3367.594880204812
7205,3004.0896,2074.787813513696
7890,2554.0088,1412.4129676782752
291,3866.9664,4186.658975533913
3197,3981.484,4682.356713673339
8488,2756.412,4352.965756508758
4348,2048.6666,1645.7398446538557
1352,2356.932,1877.277659704973
2529,5972.226,5042.036862415214
1710,6769.8544,4861.780512147268
2635,5470.8786,4059.1470102324156
4578,1384.864,1750.7860993808854
3363,3572.017,3593.7186584453934
6804,1597.92,2393.3818352406097
4222,3200.5006,4148.3255446147205
6472,3202.498,3791.745794129363
4644,3235.788,1566.4765663666772
6179,555.2772,966.7339912465684
1861,2885.5772,3976.9366838702663
3598,218.3824,-1017.2159882740109
1523,5478.2024,5424.465676511842
6404,4508.1318,3461.802237487494
5820,1090.5804,776.1548033749519
48,2576.646,977.9492613967778
4583,743.0328,1976.7267202356597
3791,968.739,3070.840049313648
3635,759.012,2145.394237846873
321,4950.8888,3554.5606500368476
4724,3044.7034,2845.2981489581475
1819,1012.016,2054.3325665281454
6306,1017.3424,2124.6366461046614
2306,3169.208,3054.100617697818
2355,4653.942,2458.158450722286
4630,1151.1682,616.7747801346869
1946,3448.844,2799.153810936432
7712,1241.0512,2574.5134897291296
5377,985.384,1621.002135527437
2455,3506.7686,2579.637233376536
6888,203.7348,256.1864045995171
7579,1388.8588,1775.6403086725616
6224,761.0094,1422.0989901423995
4430,2684.5056,1823.873617403441
8256,1358.232,2444.9759650480814
8086,3825.6868,3728.42204444618
5357,5327.0658,3647.092122914339
840,1406.1696,1501.904697484212
8078,5145.3024,3623.740923510822
6528,412.796,-553.3196638930335
6475,2277.036,1646.0980693419358
3013,735.709,1070.6949416668745
667,1325.6078,1898.330414615769
6193,3475.476,3085.701649082815
1380,1575.2828,1756.6675686768776
4677,1186.4556,1881.428689862445
4993,331.5684,1179.54540067493
7957,894.8352,2301.151933861787
3553,731.0484,1983.5133705531728
3943,3327.6684,2715.393088930029
1469,2863.6058,2714.299542538094
2436,908.817,2161.8470128726467
3814,2649.884,4233.065609300982
1216,1303.6364,1814.419566971362
4031,221.7114,-615.7080274426836
5056,1805.6496,1278.543748941989
8108,1731.08,1356.1155856434777
5007,2302.3364,1995.5163459223554
3114,459.402,1785.7344836034417
3615,460.7336,3638.241588539874
4003,1810.976,2096.4719767878646
5668,2530.04,3884.770635912085
2252,283.6308,485.62912384727474
5814,283.6308,1593.205339277829
1748,2406.867,2650.5505028800976
133,101.2016,-211.9164228723248
1785,3171.8712,3850.7511234750928
1238,3559.3668,3195.0307760246083
8240,882.185,602.9140685935464
7789,838.908,736.1724403523824
5548,2956.152,2976.3301147288776
1957,3067.3406,2940.8843939156227
1453,3731.809,3237.5749094961634
2182,1113.2176,1629.7252346328203
8081,1872.2296,1289.7740992380818
7416,185.0924,-392.8004527760911
5682,1701.7848,2919.5370957394516
4651,2048.6666,2014.286326244799
3682,2556.672,3386.2076481403587
8303,5313.7498,3584.7180076099257
1398,5191.2426,3560.0529323009464
8185,1084.5882,1960.6097421473105
4016,596.5568,527.2057888806978
2078,1022.6688,991.7450773682165
124,866.8716,1095.6904526093754
6202,1549.9824,3111.289865438518
2826,995.371,3192.681103041367
2044,805.618,657.2641299779684
3136,3858.9768,2924.1149806394637
4162,2992.771,1680.6155008558233
4389,89.883,-435.11476235319697
1868,1244.3802,2815.0259601898315
3657,2739.1012,1889.839311055449
2738,1861.5768,2408.8624550265563
5679,2596.62,3083.664377791565
7271,1298.31,2282.8381488368314
8505,2117.244,3065.3159344487103
5191,1301.639,1216.5953500495707
6811,75.9012,-337.86612165521865
3733,569.259,4303.222462386911
6958,466.06,395.7129318727299
5186,2799.689,1644.1604977442055
976,474.0496,46.41771684843752
4749,908.1512,1370.449124903052
2916,2536.698,2789.4936446776533
5020,619.8598,1437.0854428927064
2149,1537.998,1290.9638587736279
7226,579.246,1648.2834893189336
7980,171.7764,-353.69389671253316
185,1012.016,1366.3081726444539
843,2896.23,1699.6043701310198
1815,1977.426,3127.7721888751857
3908,1304.968,1492.1326966597842
5045,593.2278,3152.229299774499
5695,1436.7964,1172.2842327396472
7193,2037.348,1755.1501044325148
3872,2556.672,2812.654545836979
8206,360.8636,1041.1168890710865
1051,1810.976,3141.818425043032
4812,91.8804,-1018.2533682142321
4721,1145.176,2323.3326101213215
6365,1677.816,1799.8595219536182
6208,183.7608,-436.2893337751375
3435,5069.4012,3031.549556588375
3071,3691.1952,2799.4680977642706
4382,889.5088,1599.7259196068744
2164,910.8144,2107.6658273488674
5526,329.571,21.392424454955744
5344,135.8232,-1249.0983853458529
7995,4037.4112,3710.3674921130278
5651,1340.2554,1907.753521349533
2272,1478.076,797.2937689336254
2846,492.692,3532.3029640846653
475,1193.1136,1310.6436401758672
5537,690.4346,689.2092041256715
8403,3984.1472,2539.4805657397687
6030,2390.8878,1883.1640689174528
7948,2848.2924,2303.8884077943826
4586,2053.3272,2725.474976047929
8171,222.3772,1871.3313951400812
597,5770.4886,3350.8284309893397
3432,88.5514,-463.18158541314233
4141,5000.8238,4057.9686913442793
8458,452.744,1763.660242830002
1246,1619.2256,1632.803883615432
3220,2530.7058,1883.6175974070652
1387,1989.4104,1950.7968146623436
2938,798.96,1646.4849293357531
1167,1737.738,1577.2701195175514
6810,3589.9936,3422.8320969582824
6470,4152.5946,3101.65693893879
3200,2040.0112,3989.6300176357217
1995,732.38,705.8004783876331
5983,1627.881,1810.7148677078244
6328,1310.2944,1761.194423709922
6610,758.3462,818.7508569001196
153,898.83,1858.242795385818
4706,4306.3944,3093.532097773095
8218,3825.6868,2477.4526928603727
1761,2841.6344,2150.8243012919356
3701,1970.768,1445.898249182871
275,7298.4996,4167.216316702847
4991,8508.924,3843.1884629890455
143,2676.516,2830.957234056344
5743,4807.076,3974.9207460237044
6701,1298.31,1616.8085299328006
3431,679.116,1060.061631900576
5876,219.714,38.624244032738716
7560,7322.4684,3008.406259210115
7983,2552.6772,2204.728803751891
5984,143.8128,834.4103090517124
2717,4063.3774,3854.3162198912114
4880,335.5632,600.8329554512677
3164,455.4072,1790.3636160131832
7306,1062.6168,640.2102288385483
4390,683.1108,1774.431992380338
7985,2916.204,2436.8954026179267
7611,1290.9862,2586.7636496596124
272,1929.4884,1374.8729957770506
2648,6306.4576,4582.9560385155655
875,2808.3444,2314.396638972931
3098,9467.676,5645.674034747673
1926,2167.8448,3091.1325087128703
6798,175.7712,-327.429838571946
4166,1904.188,1525.8609477604348
7025,6076.0908,3807.231698593749
5114,351.5424,812.4164657534632
6339,976.7286,1736.3537857684385
2243,2037.348,3675.0676272829783
3662,3621.2862,2603.079508368754
2406,3243.7776,1861.0661171381687
8228,1813.6392,2436.6098224527095
2460,2187.153,2231.2855682623895
6467,2603.278,2521.3955262689337
7332,431.4384,607.1105968552401
7225,4194.54,3253.3984017703956
7809,1342.2528,1803.155197180161
6204,677.1186,1774.3688829747457
5430,1576.6144,3140.4528519579135
3563,801.6232,925.9198432590215
6596,1705.1138,2235.144780166701
1433,843.5686,1938.3672441536833
6153,2067.309,2869.067754816122
751,3435.528,2740.0401980858796
6051,5779.144,3822.1780701207863
1916,2181.1608,1673.9890335038444
3652,2940.1728,2921.250955485528
8243,2362.9242,2841.3918088829228
1008,1334.2632,1702.2824222504005
3617,591.2304,807.9366792959867
2393,1168.479,974.6283167379218
472,8114.7704,4412.551129414962
5094,894.8352,783.8574314551063
4838,509.337,1812.905314128567
4774,2283.0282,3964.6110338052463
2036,1911.5118,2746.5186291387154
2545,739.038,1924.6171473295199
8280,4326.3684,3492.1934454426128
4945,1403.5064,1273.020772178263
3169,1488.7288,1529.631090620604
4500,1332.2658,988.7924230495919
2017,756.3488,1400.0682463063872
7710,255.6672,369.9515624993377
3885,343.5528,941.7872010507526
439,3600.6464,3374.3540899945037
263,5359.69,3708.972201390775
7319,3316.3498,3116.137792245267
5092,229.701,-633.8146830863448
7321,1651.184,2673.5060827786383
893,729.051,2336.9902981614187
1479,4492.8184,2243.055842780396
1129,174.4396,-437.5148377027517
7379,555.2772,1085.505585038908
6809,4731.1748,4020.506027958544
8270,1937.478,2750.6800141334465
2971,1757.712,1343.688974353897
2402,3756.4436,3800.833590035164
2247,5105.3544,2990.6042740940984
121,2085.9514,2414.481316408612
818,322.2472,1303.0153105558445
4700,2759.0752,2833.31599044798
4448,181.0976,760.4447540550472
4346,9251.9568,5513.38002463512
1906,4916.933,3690.5355568825657
7097,3635.268,2283.0672601187744
6318,253.004,507.43068341290325
5768,2708.4744,2505.3359657100727
1457,2826.321,3107.6631332000757
6580,3803.0496,2438.340625086215
4658,543.2928,757.6513827612364
7592,6066.7696,4273.881578677247
8191,1286.3256,879.8255225491989
2150,1687.1372,1960.7898452081633
496,2348.9424,3032.100498338851
7422,868.869,1526.581460581852
2646,3282.394,1684.6421573473938
735,1751.054,2820.724539270208
7360,2748.4224,3659.744710172903
2456,3560.6984,1668.175100982366
4799,454.0756,806.5878175701126
5566,986.7156,923.8677454525274
5988,2217.114,3525.962634397279
6143,787.6414,1809.4141607571337
2608,1949.4624,1961.9404169565141
6023,1492.0578,860.2533654746026
3192,387.4956,1213.1918045892808
812,3617.9572,2541.1239027385304
5806,622.523,2044.8878211055521
1775,2748.4224,2430.594799799823
146,6301.1312,3433.1149816969228
3669,1312.9576,1259.0184084692405
206,780.9834,777.0132248200173
1294,5382.993,4035.8687553873283
3719,1038.648,1522.689051675925
2103,5768.4912,3821.3849420375
2876,885.514,1082.3319282729167
3699,415.4592,993.1303835645276
5358,4288.4178,3591.1312069365035
4762,2024.032,1691.8363137840895
6266,89.2172,-1145.8861590417705
3689,671.1264,2143.1791899106406
8382,3103.9596,2258.477949971176
2670,1611.236,2617.0311807063035
240,6795.1548,3917.7163137729262
579,1547.3192,1781.3635361989539
6256,1771.028,1343.9684252150762
698,761.0094,2090.298711397684
4490,402.809,1272.9343912095005
4279,1895.5326,2147.514693137783
142,2143.876,1713.1932576847057
3263,3318.3472,3801.93737469859
6924,1102.5648,1146.294695672712
3501,5145.3024,3912.8164257594412
1856,2181.1608,1356.239679985491
6548,447.4176,1022.7948919684459
3021,2721.7904,1592.0873801758648
7127,539.298,1726.175328449188
2372,3803.0496,2853.173729211186
4183,355.5372,1018.313686143464
6137,3635.268,3888.3412750846815
6327,344.8844,829.8907807016653
7992,2440.8228,3032.221784134454
5418,4729.8432,2948.237460183877
2465,4580.704,3693.002745338063
991,9133.4444,5296.278769334254
6330,2143.876,1263.074131065228
3054,142.4812,391.8092450941292
7439,2816.334,2503.76801568157
3890,1561.9668,4321.443798287299
2636,2673.8528,2789.4385490553245
899,1725.7536,3399.8891283548774
6010,1278.336,1659.7779657351384
4426,1105.8938,1584.23260183799
1399,1808.9786,1591.0486541732519
252,759.012,1080.2164866989328
7596,3735.8038,3415.8300631634565
1839,363.5268,1019.8941291434787
718,2358.2636,2690.518847273793
8235,551.2824,1077.90745192424
5023,2546.685,1721.7958330029792
2962,774.9912,2247.408958777556
3860,639.168,972.9723999413616
2131,115.8492,-9.37094747567221
6323,2410.196,3338.2284692435887
6972,1944.136,3126.6657145567265
8519,549.285,1763.843319981077
2535,8760.5964,4162.011019393292
5432,2852.2872,1715.7035577888685
7753,457.4046,421.9907775191598
8104,1470.0864,1997.698766876229
3658,5093.37,3042.5395459828546
7037,539.298,1516.3283540151845
3942,4725.8484,2939.236378252305
756,1061.951,1528.0460782048342
1182,366.19,637.9132810839876
3233,1388.8588,1519.195398494157
5216,2783.044,3404.6962505215783
3998,529.311,1738.5759919969087
3757,8958.339,4629.553254508818
7465,2302.3364,2772.0688882875693
4480,3797.7232,2664.512625209078
8149,202.4032,1709.8690191138892
1843,1468.089,2586.7665003680668
230,4769.1254,4041.2438006024786
2043,1637.868,1696.1589645110848
2994,3079.9908,2760.6801124076255
6049,923.4646,462.67779919587326
5436,767.0016,827.0029218856384
5690,4869.6612,3376.661986843823
7640,697.7584,1444.817816358254
5796,5339.0502,2804.281656793158
8230,703.0848,798.1459201849918
6685,515.3292,945.8559967433841
731,1039.9796,788.1119098642414
7093,1037.3164,831.9508222761967
1369,1985.4156,2156.0005603928685
4587,3159.8868,2366.4545379661804
2943,575.2512,1185.110571368189
695,2488.7604,3275.296285960908
7249,1829.6184,2116.1166307911217
1670,255.0014,2104.3343611625983
5124,847.5634,2196.8737230536126
4792,2444.8176,2598.5480771129037
8094,116.515,57.59425060481067
1120,1482.0708,1662.492025555116
3822,1754.383,2427.918960560027
3281,3440.8544,2808.984118509972
6883,150.4708,-652.2901468054927
3027,5920.2936,2442.755762879657
7681,575.2512,839.4101905572439
5751,490.6946,589.1036774470061
7175,2293.681,2484.2855472343367
1202,2233.0932,3482.700887306225
6856,2526.711,3623.5930524430655
3170,663.1368,1500.6030868893158
4747,3263.7516,3461.6751080331273
3542,5512.824,3919.560384302636
6886,8217.3036,5348.566031160038
113,4097.3332,3385.0610663410944
5473,3846.9924,3341.9920409962397
4771,3057.3536,3282.6775731935345
2759,1540.6612,1819.5202804255646
7685,942.7728,3699.392110673255
2936,1261.691,4097.812152608065
8451,3254.4304,3996.4420253537633
6516,1937.478,2700.215959645762
2909,905.488,938.4534933170523
3939,1151.1682,2604.702947592635
1696,254.3356,2199.6708502866227
2063,1779.0176,1731.2406635154073
6603,958.752,1573.1996889965471
2228,969.4048,3893.174577164732
3253,1231.73,2056.207797013493
3378,1757.712,1853.8586695415675
4064,1989.4104,3511.196828837276
6214,1410.8302,3236.910136882827
1043,7152.0236,4406.361311194358
1531,2043.3402,2398.4169161974673
6065,3954.852,3099.9917809099766
12,1589.2646,2435.5978214327183
1564,6179.9556,2911.234675415421
6403,2106.5912,2385.2353598273216
1568,2173.1712,2066.633151233472
4508,508.6712,1992.9372058042266
1982,1603.2464,1932.8809229759702
5765,4180.5582,2805.995609868756
3519,2087.283,1797.3385572521252
2055,37.2848,-1169.8036183506024
1867,209.727,1372.135823883012
6782,3020.0688,4036.90239323064
6736,1442.7886,1961.526048963222
1567,3095.97,3317.638462866327
5489,607.2096,1600.4342988952674
8217,2726.451,2584.2357256043597
2521,4234.488,2893.1821069228145
5342,2540.6928,3131.539425628672
5101,219.0482,1656.117701055433
6263,2808.3444,2307.4145556183475
4598,7150.692,5231.342274422925
1678,1277.0044,2628.8799511600155
7524,3295.71,2200.559882260973
3367,355.5372,1039.6266975253563
4986,2306.997,1753.4640621594153
7589,1960.1152,2019.41484417809
1086,4420.912,3481.857759051409
6914,1340.2554,1987.8429232748947
1983,2709.806,1915.0616960920577
806,2037.348,2354.740116225039
4717,37.9506,-1158.4092937011856
7754,1118.544,745.5782945214983
678,2870.9296,1884.4312447753753
1318,2864.2716,2585.7215903039937
6661,3111.9492,2638.7480683673
2193,1062.6168,2867.041723378079
2310,2067.309,3574.48266794373
2229,4933.578,3573.825532255273
6546,3139.9128,2836.763496412615
7652,1062.6168,906.0378450598987
7811,4170.5712,2334.998699436527
3865,175.7712,903.3026759194836
6191,3145.905,2925.0073173950987
5584,5077.3908,2622.038298992734
5388,4965.5364,3208.250527913052
1484,3848.324,3168.7929591190414
3585,1448.7808,2838.5486053488758
1520,1182.4608,2330.683378834443
3518,4202.5296,4188.7455198371745
5078,2796.36,3657.439323553142
4130,327.5736,697.2642974204402
4265,36.619,-1244.102675193334
7294,1930.82,1637.7800552827346
6,343.5528,1004.6107999868242
4641,2221.1088,1477.0936355429785
783,3364.9532,2883.6340580388414
3099,1618.5598,2003.6582818108695
8115,579.246,622.2083437174485
4625,3551.3772,3958.5900642159213
8,1076.5986,1618.234457964094
7568,379.506,1071.5776130999886
5588,2854.9504,2820.2427856432046
1702,5326.4,2603.2102798486394
2883,3113.2808,3559.905556151146
517,372.848,356.355269726503
5907,647.1576,849.1480501832403
6644,50.6008,-970.1888517157249
993,2836.308,2317.015440420245
1136,1012.016,2296.482952322169
3032,2458.1336,3007.155348594976
3780,4604.6728,4285.614778162039
3931,1154.4972,3123.8793666619854
2702,347.5476,906.1355158496008
3498,6458.26,4100.4298930905625
7329,1034.6532,1257.0655870509368
4532,479.376,762.4736278128767
6226,5226.53,3328.1708258392914
3456,4133.2864,4155.092983774395
3018,155.1314,629.0764094243232
7216,745.696,651.0595678685552
1771,3078.6592,2899.711861228397
7998,109.857,15.044583134036657
4117,234.3616,61.301557732773745
4476,1797.66,1470.4714839844487
4860,722.393,1662.2823106421279
1700,7116.0704,5061.085702563919
3646,4258.4568,2610.553769249976
1001,703.0848,1937.8875438104615
7539,7017.532,5056.679921098442
5591,317.5866,776.7535358263563
371,384.8324,1354.912142779825
5340,5049.4272,3351.691213333874
826,5182.5872,2624.174352199633
2932,5715.2272,3194.6668452032704
402,6911.004,3661.17744438007
4463,2570.6538,3135.033436976557
2196,459.402,426.81827913937957
3655,1928.1568,1579.6604328005378
2602,3006.087,2235.261591056699
7856,6064.1064,4419.248792952706
7851,3528.74,2297.0876967424774
3594,1926.1594,2696.4226309021024
1784,4138.6128,2384.4225093141845
1160,3129.26,2243.720863990528
7842,386.8298,856.5182061184375
4821,2290.352,3589.3670698487163
6760,1470.0864,1735.1636415013043
1196,3661.9,3081.7966043666643
6297,2227.101,2325.098589058737
5266,2073.967,2450.483373837231
220,1995.4026,902.0522795249633
6211,539.298,723.911874449664
3424,1174.4712,2769.8636829748257
8080,3002.758,2396.115317206793
3034,1655.1788,1238.264132887529
4156,5238.5144,2928.3842384000404
364,182.4292,1023.9613752124628
7038,1030.6584,3262.148351566111
5665,4693.89,4522.104759017272
6992,1406.1696,1252.9442677764246
7881,469.389,613.7709500113506
1281,4264.449,2012.5372478769243
5757,484.7024,414.2835144900098
6040,110.5228,-948.816623723031
130,7968.2944,4292.216604427881
302,5895.659,2610.5383502284913
5855,3554.7062,3041.3616439330617
6166,406.138,716.8845559455306
1790,4111.9808,4076.3133839434126
3471,2153.1972,1660.65356252218
5807,804.2864,1283.6811754864175
4100,5141.3076,3074.8651373120206
235,2293.0152,4744.357329652466
4642,1225.072,1083.0250008508217
4314,5106.686,3146.2174287858556
1108,1606.5754,1387.3724061262824
1232,4845.0266,4028.5357356917525
5221,3769.7596,2953.234196032083
7257,5536.7928,3142.7356104123132
862,2014.7108,1932.9391113795543
1361,2700.4848,3594.2951947568754
8318,316.9208,655.6134791126615
3937,1330.2684,2307.275743540573
8247,1577.946,1789.4951313070071
4668,1382.2008,1977.0495921146241
1370,5954.2494,2987.9023505084733
7715,3301.0364,2860.8720549820764
6435,3563.3616,2343.5443647612747
730,886.8456,898.7987856448374
555,1757.712,1365.6412404129076
7883,1270.3464,1685.9318627022444
4050,6114.7072,4410.862843572266
1774,3787.0704,4180.788848017859
5161,1534.0032,1599.7420058853154
7944,961.4152,827.378967804135
4592,399.48,699.9670857001951
8126,3520.0846,3061.4965606374403
3991,980.0576,2052.1683959568854
3368,2257.062,2050.088424872069
5990,1547.3192,4980.8969320121405
910,727.0536,482.08876901246674
2293,8604.7992,3794.8569839756497
1881,3415.554,2997.0871112304503
5014,425.4462,556.3955076903312
5852,3615.294,3939.591250987167
3631,5400.9696,3351.535203691305
2543,1230.3984,1556.3821998811
1173,5404.9644,3574.547120719326
2731,525.982,1668.9820348780036
1027,830.9184,886.9696846369512
5454,3094.6384,3129.007497157395
7587,1731.7458,1669.313515310344
2171,4958.8784,4190.098456400336
443,2133.2232,1896.6192650496303
2378,3205.1612,3260.0451613013156
84,3091.9752,4165.471098008478
3262,1544.656,1246.9642141925526
4121,633.8416,1477.9824594099707
729,5113.344,4000.5084752127123
7728,1944.136,1558.1625258385145
3073,6893.0274,3681.098451491112
5842,1014.6792,1090.242048991675
5782,2117.244,2731.6681873004923
2861,6048.793,4083.284167505747
5153,4374.306,3857.0794983925507
1974,4548.0798,2667.0596339812496
3358,2460.7968,1742.6534190880902
8117,1225.072,3884.995200472447
2728,171.7764,1612.2734704052223
281,6088.0752,3878.163517583318
7177,1697.79,1567.813279702162
1939,2277.036,1829.5159258356293
8001,4233.1564,3891.240147605772
2913,982.055,2874.115814337759
8100,3775.086,3079.7320462647635
4174,126.502,1045.0649505644776
7829,5283.123,5120.109986925498
534,2684.5056,2362.791888511375
6326,940.7754,1739.9906251609164
2048,849.5608,705.3249898367121
539,2719.793,2315.0387290184035
4372,2696.49,2421.4701590517166
1554,4153.9262,3910.8415114856493
1715,886.8456,431.00739617689555
7237,1125.8678,970.7178484125309
1551,2330.3,2633.41121789547
3572,2407.5328,2419.849996056898
6397,1864.24,3711.343658739146
8252,1823.6262,2731.4979255171183
1362,1581.9408,2008.0946219074228
4763,4207.856,4251.920148070169
7024,1422.1488,2496.5708980294958
269,2516.724,2769.440325301112
661,7443.644,4087.817596959443
7259,3483.4656,2347.120366212304
4375,2546.685,2507.776947101658
5523,663.1368,1771.236024526809
774,1331.6,2723.2298426883895
2999,2141.2128,2828.2261798930617
5976,447.4176,694.3617610166809
4008,1640.5312,2333.4908254335187
2995,5466.8838,5526.3601699796745
2501,1904.188,3093.601087262385
5169,1701.7848,3036.5313834396616
5832,192.4162,1198.830216229287
5915,1264.3542,2244.604254307091
2754,2163.85,1429.9009694273427
8431,848.895,999.8459962837552
4172,1629.8784,2556.0596960583102
7612,36.619,-1274.644128963339
2513,3119.9388,2348.3220396445113
6845,4804.4128,3471.3554447463644
6954,2450.144,2448.7576954358124
2235,1992.0736,1895.4044292342405
8254,1985.4156,2259.2787914767705
2584,2402.2064,1710.006408997135
6048,2281.6966,1744.568264013857
5255,4261.12,4827.30658815677
322,958.752,945.313308822343
7272,2659.871,2529.0974944829563
4429,3739.1328,3641.8681620308917
5606,447.4176,775.1326385567063
4890,1181.795,3391.84266675955
3838,671.1264,997.9989868692002
3213,7247.233,4789.127752793938
5609,2406.2012,2883.966725925513
2823,1887.543,3273.0307669237427
7874,2732.4432,2321.5059512111256
3482,5500.8396,4068.4848954909894
34,2085.2856,2622.7246768730447
5087,1071.938,1434.8752164612158
2179,1053.2956,1163.0378436317865
3900,1444.1202,2357.0672961794403
6556,202.4032,-135.6021462718752
2911,173.108,562.6417818383826
4422,1528.6768,3138.2375062580886
4826,2165.1816,2937.4850609669056
7839,5073.396,3925.6460875540697
2318,168.4474,792.9886802101464
6997,312.926,591.3311341271528
6505,1917.504,4454.91862669572
6957,6231.888,2841.5923424417347
3251,2745.0934,2262.6555639388307
7713,316.9208,567.4232809951986
6751,1428.141,1521.1400649979644
861,126.502,-860.531837433797
8242,605.878,1368.713081124075
6447,2255.7304,2749.9678996746134
2782,256.333,2242.68883854689
1189,1605.9096,3102.5690443312856
4671,1599.9174,1043.62102274791
6477,2822.992,2820.5186389935016
811,2868.9322,2974.8184718308785
256,259.662,866.2410567193999
6754,1148.505,1680.0640105432963
2530,1641.8628,1489.1527635788414
